Datetime,open,high,low,close,volume
2026-01-26 00:05:00+00:00,24390.0,24540.0,24350.0,24465.0,306194
2026-01-26 00:10:00+00:00,24470.0,24530.0,24415.0,24495.0,296751
2026-01-26 00:15:00+00:00,24495.0,24540.0,24465.0,24475.0,333631
2026-01-26 00:20:00+00:00,24470.0,24520.0,24465.0,24470.0,284465
2026-01-26 00:25:00+00:00,24480.0,24490.0,24445.0,24465.0,259509
2026-01-26 00:30:00+00:00,24465.0,24540.0,24465.0,24515.0,243211
2026-01-26 00:35:00+00:00,24515.0,24575.0,24490.0,24490.0,346235
2026-01-26 00:40:00+00:00,24490.0,24500.0,24430.0,24480.0,301744
2026-01-26 00:45:00+00:00,24490.0,24530.0,24460.0,24515.0,217437
2026-01-26 00:50:00+00:00,24515.0,24515.0,24465.0,24495.0,120377
2026-01-26 00:55:00+00:00,24495.0,24500.0,24380.0,24410.0,309792
2026-01-26 01:00:00+00:00,24405.0,24550.0,24390.0,24545.0,252713
2026-01-26 01:05:00+00:00,24545.0,24580.0,24495.0,24515.0,146366
2026-01-26 01:10:00+00:00,24520.0,24530.0,24485.0,24515.0,214049
2026-01-26 01:15:00+00:00,24510.0,24525.0,24460.0,24470.0,91712
2026-01-26 01:20:00+00:00,24470.0,24495.0,24445.0,24460.0,95856
2026-01-26 01:25:00+00:00,24445.0,24460.0,24425.0,24435.0,172391
2026-01-26 01:30:00+00:00,24435.0,24485.0,24425.0,24470.0,186261
2026-01-26 01:35:00+00:00,24475.0,24525.0,24450.0,24510.0,192445
2026-01-26 01:40:00+00:00,24510.0,24545.0,24485.0,24500.0,149116
2026-01-26 01:45:00+00:00,24495.0,24525.0,24460.0,24500.0,262859
2026-01-26 01:50:00+00:00,24485.0,24545.0,24475.0,24515.0,207000
2026-01-26 01:55:00+00:00,24535.0,24540.0,24475.0,24490.0,124073
2026-01-26 02:00:00+00:00,24495.0,24515.0,24440.0,24470.0,120675
2026-01-26 02:05:00+00:00,24470.0,24535.0,24465.0,24485.0,133417
2026-01-26 02:10:00+00:00,24495.0,24515.0,24455.0,24475.0,196684
2026-01-26 02:15:00+00:00,24480.0,24510.0,24455.0,24500.0,138725
2026-01-26 02:20:00+00:00,24505.0,24560.0,24485.0,24555.0,289742
2026-01-26 02:25:00+00:00,24555.0,24555.0,24505.0,24505.0,101800
2026-01-26 02:30:00+00:00,24515.0,24520.0,24455.0,24485.0,112586
2026-01-26 02:35:00+00:00,24500.0,24525.0,24480.0,24510.0,89657
