trade_id,symbol,name,entry_date,entry_price,exit_date,exit_price,holding_period_days,holding_minutes,profit_loss,profit_rate,live_exit_reason,exit_class,backtest_rule,mapping_basis,strategy_horizon
276,489500,엘케이켐,2026-01-15 14:08:44,30400.0,2026-01-15 15:00:43,30350.0,0,,-100.0,-0.16,"시간 기반 청산 (15:00, -0.16%)",TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
278,437730,삼현,2026-01-15 15:05:56,65100.0,2026-01-15 15:06:59,65000.0,0,,-100.0,-0.15,"시간 기반 청산 (15:00, -0.15%)",TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
283,004310,현대약품,2026-01-16 15:10:36,13320.0,2026-01-16 15:13:06,13150.0,0,,-1020.0,-1.28,"시간 기반 청산 (15:00, -1.28%)",TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
286,452160,제이엔비,2026-01-20 11:12:35,6930.0,2026-01-20 15:12:01,6820.0,0,,-440.0,-1.59,15:12 30분봉 데드크로스 (MA5 < MA20),MA5_EXIT,(대응 없음),이동평균 이탈 — 백테스트에 대응 규칙 없음,INTRADAY
288,232680,라온테크,2026-01-21 10:49:13,16365.0,2026-01-21 11:09:16,16010.0,0,,-1065.0,-2.17,"11:09 🚨 Early Failure Cut (20.1분, -2.17%)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
290,298830,슈어소프트테크,2026-01-21 14:15:02,8880.0,2026-01-21 14:27:01,8530.0,0,,-1750.0,-3.94,"14:27 🚨 Early Failure Cut (12.0분, -3.94%)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
294,451760,컨텍,2026-01-22 12:44:55,21650.0,2026-01-22 12:54:32,21300.0,0,,-700.0,-1.62,"12:54 🚨 Early Failure Cut (9.6분, -1.62%)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
295,458870,씨어스테크놀로지,2026-01-22 12:44:56,156400.0,2026-01-22 14:00:12,161600.0,0,,5200.0,3.32,14:00 ATR 트레일링 스탑 (+3.32%),TRAILING,TRAIL,고점 대비 되돌림 청산,INTRADAY
298,059270,해성에어로보틱스,2026-01-22 14:00:15,19490.0,2026-01-22 14:30:31,18985.0,0,,-1010.0,-2.59,"14:30 Hard Stop (-2.0%, -2.59%) [부분청산 0차]",HARD_STOP,SL,손실 제한 — 백테스트 SL 과 동일 의미,INTRADAY
300,060280,큐렉소,2026-01-22 14:30:35,18660.0,2026-01-22 14:52:42,18220.0,0,,-1320.0,-2.36,"14:52 🚨 Early Failure Cut (22.1분, -2.36%)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
302,007810,코리아써키트,2026-01-22 14:01:19,65600.0,2026-01-22 14:57:17,64200.0,0,,-1400.0,-2.13,"14:57 Hard Stop (-2.0%, -2.13%) [부분청산 0차]",HARD_STOP,SL,손실 제한 — 백테스트 SL 과 동일 의미,INTRADAY
303,489500,엘케이켐,2026-01-22 12:44:58,27100.0,2026-01-23 09:02:42,27100.0,1,,0.0,,09:02 다중 약화 신호 (VWAP↓+EMA3↓),STRUCTURE_WEAK,(대응 없음),구조/모멘텀 약화 — 백테스트에 대응 규칙 없음,INTRADAY
308,189300,인텔리안테크,2026-01-23 10:20:14,76200.0,2026-01-23 10:38:38,74300.0,0,,-1900.0,-2.49,"10:38 🚨 Early Failure Cut (18.4분, -2.49%)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
312,059120,아진엑스텍,2026-01-26 12:20:13,16890.0,2026-01-27 09:01:36,16870.0,1,,60.0,0.12,09:01 ATR 트레일링 스탑 (+0.12%),TRAILING,TRAIL,고점 대비 되돌림 청산,INTRADAY
314,189300,인텔리안테크,2026-01-27 11:56:34,77500.0,2026-01-27 14:00:06,79100.0,0,,1600.0,2.06,14:00 ATR 트레일링 스탑 (+2.06%),TRAILING,TRAIL,고점 대비 되돌림 청산,INTRADAY
317,240810,원익IPS,2026-01-29 10:32:13,103500.0,2026-01-29 11:11:17,109800.0,0,,6300.0,6.09,11:11 ATR 트레일링 스탑 (+6.09%),TRAILING,TRAIL,고점 대비 되돌림 청산,INTRADAY
320,274090,켄코아에어로스페이스,2026-01-30 10:13:01,28800.0,2026-01-30 10:44:26,29300.0,0,,1000.0,1.74,10:44 ATR 트레일링 스탑 (+1.74%),TRAILING,TRAIL,고점 대비 되돌림 청산,INTRADAY
322,200710,에이디테크놀로지,2026-01-30 10:55:04,40000.0,2026-01-30 11:14:02,39300.0,0,,-700.0,-1.75,"11:14 🚨 Early Failure Cut (VWAP 완전 이탈 (-2.63%), -1.75%)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
326,361390,제노코,2026-02-02 12:10:29,27550.0,2026-02-02 13:25:42,26900.0,0,,-1300.0,-2.36,"13:25 Hard Stop (-2.0%, -2.36%) [부분청산 0차]",HARD_STOP,SL,손실 제한 — 백테스트 SL 과 동일 의미,INTRADAY
327,361390,제노코,2026-02-02 12:10:29,27550.0,2026-02-02 13:27:42,26850.0,0,,-1400.0,-2.54,"13:27 Hard Stop (-2.0%, -2.54%) [부분청산 0차]",HARD_STOP,SL,손실 제한 — 백테스트 SL 과 동일 의미,INTRADAY
328,361390,제노코,2026-02-02 12:10:29,27550.0,2026-02-02 13:28:42,26850.0,0,,-1400.0,-2.54,"13:28 Hard Stop (-2.0%, -2.54%) [부분청산 0차]",HARD_STOP,SL,손실 제한 — 백테스트 SL 과 동일 의미,INTRADAY
329,361390,제노코,2026-02-02 12:10:29,27550.0,2026-02-02 13:29:43,26850.0,0,,-1400.0,-2.54,"13:29 Hard Stop (-2.0%, -2.54%) [부분청산 0차]",HARD_STOP,SL,손실 제한 — 백테스트 SL 과 동일 의미,INTRADAY
330,361390,제노코,2026-02-02 12:10:29,27550.0,2026-02-02 13:30:44,26900.0,0,,-1300.0,-2.36,"13:30 Hard Stop (-2.0%, -2.36%) [부분청산 0차]",HARD_STOP,SL,손실 제한 — 백테스트 SL 과 동일 의미,INTRADAY
331,361390,제노코,2026-02-02 12:10:29,27550.0,2026-02-02 13:32:41,26825.0,0,,-1450.0,-2.63,"13:32 Hard Stop (-2.0%, -2.63%) [부분청산 0차]",HARD_STOP,SL,손실 제한 — 백테스트 SL 과 동일 의미,INTRADAY
332,361390,제노코,2026-02-02 12:10:29,27550.0,2026-02-02 13:33:42,26850.0,0,,-1400.0,-2.54,"13:33 Hard Stop (-2.0%, -2.54%) [부분청산 0차]",HARD_STOP,SL,손실 제한 — 백테스트 SL 과 동일 의미,INTRADAY
333,361390,제노코,2026-02-02 12:10:29,27550.0,2026-02-02 13:34:42,26900.0,0,,-1300.0,-2.36,"13:34 Hard Stop (-2.0%, -2.36%) [부분청산 0차]",HARD_STOP,SL,손실 제한 — 백테스트 SL 과 동일 의미,INTRADAY
336,047040,대우건설,2026-02-05 10:32:40,5520.0,2026-02-05 11:08:36,5400.0,0,,-2160.0,-2.17,"11:08 Hard Stop (-2.0%, -2.17%) [부분청산 0차]",HARD_STOP,SL,손실 제한 — 백테스트 SL 과 동일 의미,INTRADAY
337,101330,모베이스,2026-02-05 11:02:18,7300.0,2026-02-05 14:49:51,7020.0,0,,-3640.0,-3.84,"14:49 🚨 Early Failure v2 (-3.84%, 모든 조건 충족)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
339,056080,유진로봇,2026-02-06 10:44:28,33900.0,2026-02-06 11:00:51,33050.0,0,,-1700.0,-2.51,"11:00 Hard Stop (-2.0%, -2.51%) [부분청산 0차]",HARD_STOP,SL,손실 제한 — 백테스트 SL 과 동일 의미,INTRADAY
342,211270,AP위성,2026-02-09 12:10:47,21050.0,2026-02-09 12:19:30,20900.0,0,,-750.0,-0.71,"12:19 Early Failure[no_follow] 구조 (방향실패(2)+거래량고갈(1)+추종실패(1), score=4)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
343,095610,테스,2026-02-09 10:16:24,70400.0,2026-02-09 13:22:42,69600.0,0,,-800.0,-1.14,"13:22 구조 손절 (69,694원, -1.14%)",STRUCTURE_STOP,SL,구조 기반 손절 — SL 의 가격 산출 방식 차이,INTRADAY
347,365590,하이딥,2026-02-10 10:35:36,3290.0,2026-02-10 10:51:18,3320.0,0,,1020.0,0.91,"10:51 구조 손절 (3,702원, 0.91%)",STRUCTURE_STOP,SL,구조 기반 손절 — SL 의 가격 산출 방식 차이,INTRADAY
348,189300,인텔리안테크,2026-02-10 10:35:39,123100.0,2026-02-10 10:51:22,121700.0,0,,-1400.0,-1.14,"10:51 구조 손절 (121,967원, -1.14%)",STRUCTURE_STOP,SL,구조 기반 손절 — SL 의 가격 산출 방식 차이,INTRADAY
350,281740,레이크머티리얼즈,2026-02-10 12:01:09,24800.0,2026-02-10 12:12:00,24700.0,0,,-400.0,-0.4,"12:12 Early Failure[no_follow] 구조 (방향실패(2)+거래량고갈(1)+추종실패(1), score=4)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
353,039440,에스티아이,2026-02-10 12:42:58,35450.0,2026-02-10 12:50:19,35450.0,0,,0.0,,"12:50 Early Failure[no_follow] 구조 (방향실패(2)+거래량고갈(1), score=3)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
356,452160,제이엔비,2026-02-13 11:40:12,6570.0,2026-02-13 12:39:19,6510.0,0,,-480.0,-0.91,"12:39 구조 손절 (6,524원, -0.91%)",STRUCTURE_STOP,SL,구조 기반 손절 — SL 의 가격 산출 방식 차이,INTRADAY
359,474650,링크솔루션,2026-02-19 13:23:23,88900.0,2026-02-19 13:29:27,87900.0,0,,-1000.0,-1.12,"13:29 구조 손절 (88,302원, -1.12%)",STRUCTURE_STOP,SL,구조 기반 손절 — SL 의 가격 산출 방식 차이,INTRADAY
360,417840,저스템,2026-02-19 13:29:00,6890.0,2026-02-19 13:35:38,6870.0,0,,-140.0,-0.29,"13:35 Early Failure[no_follow] 구조 (방향실패(2)+거래량고갈(1), score=3)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
362,130660,한전산업,2026-02-25 11:08:10,25350.0,2026-02-25 14:42:45,25050.0,0,,-300.0,-1.18,"14:42 구조 손절 (25,146원, -1.18%)",STRUCTURE_STOP,SL,구조 기반 손절 — SL 의 가격 산출 방식 차이,INTRADAY
368,218410,RFHIC,2026-03-26 10:19:04,85100.0,2026-03-26 10:58:17,83300.0,0,39,-1800.0,-2.12,"10:58 Hard Stop (-2.0%, -2.12%) [부분청산 0차]",HARD_STOP,SL,손실 제한 — 백테스트 SL 과 동일 의미,INTRADAY
369,073490,이노와이어리스,2026-03-26 10:19:05,43050.0,2026-03-26 11:17:29,42050.0,0,58,-1000.0,-2.32,"11:17 Hard Stop (-2.0%, -2.32%) [부분청산 0차]",HARD_STOP,SL,손실 제한 — 백테스트 SL 과 동일 의미,INTRADAY
372,078600,대주전자재료,2026-04-06 10:44:53,125200.0,2026-04-06 10:50:56,123500.0,0,6,-1700.0,-1.36,"10:50 Early Failure[no_follow] 구조 (방향실패(2)+거래량고갈(1), score=3)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
379,396470,워트,2026-04-14 12:28:20,7470.0,2026-04-14 12:33:22,7450.0,0,5,-80.0,-0.27,"12:33 Early Failure[no_follow] 구조 (방향실패(2)+거래량고갈(1)+추종실패(1), score=4)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
380,160980,싸이맥스,2026-04-14 10:43:58,28600.0,2026-04-14 12:55:12,28000.0,0,131,-600.0,-2.1,"12:55 Hard Stop (-2.0%, -2.10%) [부분청산 0차]",HARD_STOP,SL,손실 제한 — 백테스트 SL 과 동일 의미,INTRADAY
381,082920,비츠로셀,2026-04-14 11:03:11,44700.0,2026-04-14 14:50:00,44700.0,0,226,0.0,,"14:50 오버나이트 차단 (CHoCH B급, 당일 강제 청산)",OVERNIGHT_BLOCK,MAX_HOLD,당일 보유 상한 — MAX_HOLD 를 1일로 둔 것,INTRADAY
382,082920,비츠로셀,2026-04-14 11:03:11,44700.0,2026-04-14 15:25:00,44700.0,0,261,0.0,,15:25 무조건 강제청산 [OVERNIGHT_FAILSAFE],OVERNIGHT_BLOCK,MAX_HOLD,당일 보유 상한 — MAX_HOLD 를 1일로 둔 것,INTRADAY
385,037030,파워넷,2026-04-15 12:56:44,8640.0,2026-04-15 13:05:17,8580.0,0,8,-60.0,-0.69,"13:05 Early Failure[no_follow] 구조 (방향실패(2)+거래량고갈(1)+추종실패(1), score=4)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
386,070300,엑스큐어,2026-04-15 12:25:27,2915.0,2026-04-15 14:50:00,2915.0,0,144,0.0,,"14:50 오버나이트 차단 (CHoCH B급, 당일 강제 청산)",OVERNIGHT_BLOCK,MAX_HOLD,당일 보유 상한 — MAX_HOLD 를 1일로 둔 것,INTRADAY
387,070300,엑스큐어,2026-04-15 12:25:27,2915.0,2026-04-15 15:25:00,2915.0,0,179,0.0,,15:25 무조건 강제청산 [OVERNIGHT_FAILSAFE],OVERNIGHT_BLOCK,MAX_HOLD,당일 보유 상한 — MAX_HOLD 를 1일로 둔 것,INTRADAY
389,294630,서남,2026-04-16 11:24:12,6030.0,2026-04-16 11:29:32,6010.0,0,5,-20.0,-0.33,"11:29 Early Failure[no_follow] 구조 (방향실패(2)+거래량고갈(1), score=3)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
391,420770,기가비스,,,2026-04-27 14:50:00,99800.0,,340,-700.0,-0.7,"14:50 오버나이트 차단 (등급=B, HTF❌, 수익=-0.70%<1.5%)",OVERNIGHT_BLOCK,MAX_HOLD,당일 보유 상한 — MAX_HOLD 를 1일로 둔 것,INTRADAY
394,045100,한양이엔지,,,2026-05-07 13:21:36,33450.0,,260,-100.0,-0.15,"13:21 [TRAILING_STOP] ATR×3.0 (고가=34,300 → 스탑=33,734, pnl=-0.15%)",TRAILING,TRAIL,고점 대비 되돌림 청산,INTRADAY
395,498410,KODEX 금융고배당TOP10타겟위클리커버드콜,,,2026-05-08 09:02:07,12945.0,,12,2225.0,3.56,"09:02 [TRAILING_STOP] ATR×3.0 (고가=13,020 → 스탑=12,954, pnl=+3.56%)",TRAILING,TRAIL,고점 대비 되돌림 청산,INTRADAY
396,050890,쏠리드,,,2026-05-08 09:49:51,19040.0,,59,-800.0,-0.83,"09:49 [TRAILING_STOP] ATR×3.0 (고가=20,050 → 스탑=19,111, pnl=-0.83%)",TRAILING,TRAIL,고점 대비 되돌림 청산,INTRADAY
397,136540,윈스테크넷,,,2026-05-08 14:50:00,12700.0,,359,0.0,,"14:50 오버나이트 차단 (등급=B, HTF❌, 수익=+0.00%<1.5%)",OVERNIGHT_BLOCK,MAX_HOLD,당일 보유 상한 — MAX_HOLD 를 1일로 둔 것,INTRADAY
415,458650,성우,2026-05-11 12:49:16,13820.0,2026-05-11 13:19:39,13740.0,0,30,-400.0,-0.58,13:19 MFE부족 (30분 후 MFE=0.14%<0.2%),NO_PROGRESS,(대응 없음),일정 시간 내 진전 없음 — 대응 규칙 없음,INTRADAY
417,006400,삼성SDI,2026-05-12 09:00:05,684000.0,2026-05-13 09:00:09,629000.0,1,0,-376000.0,-6.95,09:00 [HARD_STOP] -5.0% (-6.95%),HARD_STOP,SL,손실 제한 — 백테스트 SL 과 동일 의미,INTRADAY
418,133690,TIGER 미국나스닥100,,,2026-05-22 11:25:37,196820.0,,155,82524.0,1.86,"11:25 [TRAILING_STOP] ATR×3.0 (고가=197,230 → 스탑=196,832, pnl=+1.86%)",TRAILING,TRAIL,고점 대비 되돌림 청산,INTRADAY
426,000660,SK하이닉스,2026-06-10 09:00:05,2215000.0,2026-06-11 09:00:05,1975000.0,1,,-240000.0,,MA5_EXIT,MA5_EXIT,(대응 없음),이동평균 이탈 — 백테스트에 대응 규칙 없음,INTRADAY
422,035420,NAVER,2026-06-15 09:00:05,253000.0,2026-06-17 14:50:00,242000.0,2,349,-143000.0,-4.35,14:50 오버나이트 차단 (손실-4.35%<-3.0%),OVERNIGHT_BLOCK,MAX_HOLD,당일 보유 상한 — MAX_HOLD 를 1일로 둔 것,INTRADAY
423,396470,워트,2026-06-09 12:10:05,6690.0,2026-06-19 10:54:06,6350.0,10,1364,-7140.0,-5.08,10:54 [HARD_STOP] -5.0% (-5.08%),HARD_STOP,SL,손실 제한 — 백테스트 SL 과 동일 의미,INTRADAY
425,005930,삼성전자,2026-06-23 09:00:06,353500.0,2026-06-24 09:00:05,314000.0,1,,-237000.0,,DRAWDOWN_STOP,DRAWDOWN_STOP,(대응 없음),계좌 단위 리스크 — 거래 단위 청산 규칙이 아님,INTRADAY
428,005930,삼성전자,2026-07-01 09:00:04,334000.0,2026-07-01 14:50:00,318500.0,0,349,-93000.0,-4.64,"14:50 오버나이트 차단 (손실-4.64%<-3.0%, B급+손실-4.64%<-1.5%)",OVERNIGHT_BLOCK,MAX_HOLD,당일 보유 상한 — MAX_HOLD 를 1일로 둔 것,INTRADAY
